Date,Price,Open,High,Low,Change %
"May 05, 2020",0.9727,0.965,0.9736,0.9645,0.79%
"May 04, 2020",0.9651,0.9613,0.9664,0.961,0.38%
"May 03, 2020",,,,,
"May 02, 2020",,,,,
"May 01, 2020",0.9614,0.9657,0.9671,0.9588,-0.41%
"Apr 30, 2020",0.9654,0.9738,0.9761,0.9639,-0.85%
"Apr 29, 2020",0.9737,0.9753,0.9769,0.9712,-0.15%
"Apr 28, 2020",0.9752,0.9754,0.9801,0.972,-0.03%
"Apr 27, 2020",0.9754,0.9739,0.9768,0.9711,0.24%
"Apr 26, 2020",,,,,
"Apr 25, 2020",,,,,
"Apr 24, 2020",0.9732,0.976,0.9804,0.9725,-0.29%
"Apr 23, 2020",0.976,0.9717,0.9774,0.9706,0.46%
"Apr 22, 2020",0.9715,0.9697,0.9733,0.9668,0.19%
"Apr 21, 2020",0.9697,0.9679,0.9728,0.9669,0.19%
"Apr 20, 2020",0.9679,0.9672,0.9701,0.9654,0.06%
"Apr 19, 2020",,,,,
"Apr 18, 2020",,,,,
"Apr 17, 2020",0.9673,0.9704,0.9725,0.9656,-0.33%
"Apr 16, 2020",0.9705,0.9647,0.9717,0.9643,0.61%
"Apr 15, 2020",0.9646,0.9603,0.9701,0.9595,0.46%
"Apr 14, 2020",0.9602,0.9673,0.9684,0.9596,-0.74%
"Apr 13, 2020",0.9674,0.9656,0.9688,0.9629,0.12%
"Apr 12, 2020",,,,,
"Apr 11, 2020",,,,,
"Apr 10, 2020",0.9663,0.9663,0.9682,0.9639,0.03%
"Apr 09, 2020",0.966,0.972,0.9735,0.9647,-0.61%
"Apr 08, 2020",0.9719,0.9698,0.9744,0.9686,0.26%
"Apr 07, 2020",0.9693,0.9787,0.9796,0.9684,-0.97%
"Apr 06, 2020",0.9788,0.9771,0.9798,0.976,0.09%
"Apr 05, 2020",,,,,
"Apr 04, 2020",,,,,
"Apr 03, 2020",0.9779,0.9734,0.9797,0.9727,0.42%
"Apr 02, 2020",0.9738,0.9656,0.9752,0.9649,0.85%
"Apr 01, 2020",0.9656,0.961,0.9693,0.96,0.48%
"Mar 31, 2020",0.961,0.9584,0.9688,0.9579,0.26%
"Mar 30, 2020",0.9585,0.9525,0.9612,0.9502,0.75%
"Mar 29, 2020",,,,,
"Mar 28, 2020",,,,,
"Mar 27, 2020",0.9513,0.9636,0.9657,0.9505,-1.23%
"Mar 26, 2020",0.9632,0.9768,0.9779,0.9602,-1.41%
"Mar 25, 2020",0.977,0.9816,0.984,0.9754,-0.48%
"Mar 24, 2020",0.9817,0.9847,0.9852,0.9717,-0.30%
"Mar 23, 2020",0.9847,0.9858,0.9901,0.979,-0.20%
"Mar 22, 2020",,,,,
"Mar 21, 2020",,,,,
"Mar 20, 2020",0.9866,0.986,0.9905,0.9744,0.06%
"Mar 19, 2020",0.9861,0.968,0.9883,0.9637,1.84%
"Mar 18, 2020",0.9682,0.9596,0.975,0.9567,0.74%
"Mar 17, 2020",0.9611,0.947,0.965,0.9454,1.48%
"Mar 16, 2020",0.9471,0.9538,0.9546,0.9393,-0.28%
"Mar 15, 2020",,,,,
"Mar 14, 2020",,,,,
"Mar 13, 2020",0.9498,0.9442,0.9571,0.9421,0.60%
"Mar 12, 2020",0.9441,0.9392,0.9556,0.9321,0.55%
"Mar 11, 2020",0.9389,0.9404,0.9405,0.9325,-0.11%
"Mar 10, 2020",0.9399,0.9254,0.9413,0.9245,1.59%
"Mar 09, 2020",0.9252,0.9375,0.9377,0.9192,-1.30%
"Mar 08, 2020",,,,,
"Mar 07, 2020",,,,,
"Mar 06, 2020",0.9374,0.9453,0.9468,0.9318,-0.87%
"Mar 05, 2020",0.9456,0.9569,0.9576,0.9446,-1.18%
"Mar 04, 2020",0.9569,0.9562,0.9598,0.9532,0.07%
"Mar 03, 2020",0.9562,0.9596,0.9599,0.9516,-0.32%
"Mar 02, 2020",0.9593,0.9663,0.9663,0.9544,-0.64%
"Mar 01, 2020",,,,,
"Feb 29, 2020",,,,,
"Feb 28, 2020",0.9655,0.9676,0.9697,0.9608,-0.23%
"Feb 27, 2020",0.9677,0.9768,0.9772,0.9673,-0.94%
"Feb 26, 2020",0.9769,0.9759,0.978,0.9728,0.07%
"Feb 25, 2020",0.9762,0.9788,0.9806,0.975,-0.28%
"Feb 24, 2020",0.9789,0.9782,0.9817,0.9764,0.07%
"Feb 23, 2020",,,,,
"Feb 22, 2020",,,,,
"Feb 21, 2020",0.9782,0.9843,0.9847,0.977,-0.60%
"Feb 20, 2020",0.9841,0.9839,0.985,0.9815,0.02%
"Feb 19, 2020",0.9839,0.9831,0.9846,0.9825,0.06%
"Feb 18, 2020",0.9833,0.9808,0.9841,0.9796,0.25%
"Feb 17, 2020",0.9808,0.9816,0.9827,0.9806,-0.14%
"Feb 16, 2020",,,,,
"Feb 15, 2020",,,,,
"Feb 14, 2020",0.9822,0.9793,0.9824,0.9788,0.28%
"Feb 13, 2020",0.9795,0.9784,0.9798,0.976,0.12%
"Feb 12, 2020",0.9783,0.9761,0.9787,0.974,0.25%
"Feb 11, 2020",0.9759,0.9772,0.9789,0.975,-0.13%
"Feb 10, 2020",0.9772,0.9774,0.9785,0.9762,-0.06%
"Feb 09, 2020",,,,,
"Feb 08, 2020",,,,,
"Feb 07, 2020",0.9778,0.9742,0.9782,0.9738,0.33%
"Feb 06, 2020",0.9746,0.9735,0.9758,0.973,0.12%
"Feb 05, 2020",0.9734,0.9693,0.9749,0.9677,0.43%
"Feb 04, 2020",0.9692,0.9659,0.9706,0.9655,0.34%
"Feb 03, 2020",0.9659,0.964,0.967,0.9629,0.28%
"Feb 02, 2020",,,,,
"Feb 01, 2020",,,,,
"Jan 31, 2020",0.9632,0.9695,0.9715,0.9628,-0.65%
"Jan 30, 2020",0.9695,0.9731,0.9741,0.9679,-0.38%
"Jan 29, 2020",0.9732,0.9731,0.9769,0.9725,0.02%
"Jan 28, 2020",0.973,0.9697,0.9743,0.9678,0.35%
"Jan 27, 2020",0.9696,0.9715,0.9721,0.968,-0.16%
"Jan 26, 2020",,,,,
"Jan 25, 2020",,,,,
"Jan 24, 2020",0.9712,0.9688,0.972,0.9684,0.24%
"Jan 23, 2020",0.9689,0.9679,0.9705,0.9668,0.10%
"Jan 22, 2020",0.9679,0.9688,0.973,0.9677,-0.07%
"Jan 21, 2020",0.9686,0.9686,0.9691,0.966,0.05%
"Jan 20, 2020",0.9681,0.9679,0.9701,0.9671,-0.01%
"Jan 19, 2020",,,,,
"Jan 18, 2020",,,,,
"Jan 17, 2020",0.9682,0.9646,0.9697,0.9644,0.37%
"Jan 16, 2020",0.9646,0.9641,0.9654,0.9612,0.05%
"Jan 15, 2020",0.9641,0.9673,0.968,0.9627,-0.34%
"Jan 14, 2020",0.9674,0.971,0.9715,0.9665,-0.36%
"Jan 13, 2020",0.9709,0.9736,0.9738,0.9694,-0.16%
"Jan 12, 2020",,,,,
"Jan 11, 2020",,,,,
"Jan 10, 2020",0.9725,0.9732,0.9764,0.9719,-0.08%
"Jan 09, 2020",0.9733,0.974,0.9749,0.971,-0.06%
"Jan 08, 2020",0.9739,0.9703,0.9742,0.9665,0.37%
"Jan 07, 2020",0.9703,0.968,0.9731,0.9678,0.22%
"Jan 06, 2020",0.9682,0.9719,0.9719,0.9675,-0.46%
"Jan 05, 2020",,,,,
"Jan 04, 2020",,,,,
"Jan 03, 2020",0.9727,0.9713,0.9745,0.9687,0.13%
"Jan 02, 2020",0.9714,0.968,0.9734,0.9668,0.36%
"Jan 01, 2020",0.9679,0.9681,0.9685,0.9675,-0.01%
"Dec 31, 2019",0.968,0.9695,0.9699,0.9645,-0.14%
